,head_full [m],head [m],rr [mm/d],tg [C],tn [C],tx [C],pp [hPa],hu [%],fg [m/s],qq [W/m2],et [mm/d]
1992-06-11,,,0.0000,13.1500,7.1400,18.0200,1010.8000,67.7700,1.9500,239.0000,3.2342
1992-06-12,,,0.0000,15.0400,7.3700,18.0800,1012.8000,73.9000,2.1600,133.0000,1.8793
1992-06-13,,,0.0000,16.5800,13.0000,22.1600,1015.3000,72.0100,2.5400,203.0000,2.9631
1992-06-14,,,0.0000,16.8400,9.4300,22.9500,1021.8000,70.7050,1.1800,246.0000,3.6021
1992-06-15,,,0.0000,18.9300,9.8600,25.7300,1020.4000,61.2650,1.5400,312.0000,4.7655
1992-06-16,,,0.0000,20.7000,10.5200,25.3200,1016.2000,59.1700,2.5100,267.0000,4.2185
1992-06-17,,,0.0000,16.7900,15.6000,20.0900,1018.6000,69.1500,3.2200,182.0000,2.6652
1992-06-18,,,0.0000,17.0400,9.7900,22.7000,1013.9000,58.5600,1.3600,252.0000,3.7155
1992-06-19,,,3.2000,11.9700,10.4500,15.4800,1011.7000,90.0550,2.4600,83.0000,1.0904
1992-06-20,,,0.0000,16.9200,11.6700,23.9700,1012.4000,79.1300,2.0800,206.0000,3.0314
1992-06-21,,,0.0000,17.4900,14.2800,21.7800,1016.1000,67.9500,2.6300,232.0000,3.4496
1992-06-22,,,0.0000,20.2000,10.1600,24.7700,1012.6000,53.4450,1.5400,265.0000,4.1543
1992-06-23,,,2.1000,19.0400,13.6200,22.8500,1005.7000,76.1550,1.9300,164.0000,2.5222
1992-06-24,,,1.7000,16.0100,14.8600,19.0200,1010.6000,86.7350,2.2000,179.0000,2.5857
1992-06-25,,,2.4000,16.5800,15.0400,19.2200,1013.9000,83.3100,1.4900,112.0000,1.6356
1992-06-26,,,0.0000,17.5300,13.4900,22.6300,1017.2000,73.1900,1.4400,235.0000,3.4957
1992-06-27,,,0.0000,17.9000,12.1100,23.7500,1019.6000,53.9600,2.0400,321.0000,4.8067
1992-06-28,,,0.0000,17.6600,8.2700,24.6500,1020.6000,56.1100,2.2300,337.0000,5.0203
1992-06-29,,,0.0000,19.7200,8.7300,26.6300,1017.5000,43.4950,2.2300,336.0000,5.2135
1992-06-30,,,0.0000,20.6500,9.6800,28.8000,1013.3000,51.5600,1.3800,330.0000,5.2138
1992-07-01,,,4.7000,20.4300,12.1500,24.4100,1011.8000,59.4300,2.2500,241.0000,3.7946
1992-07-02,,,1.5000,18.4800,15.2000,22.9600,1014.4000,75.0450,1.4500,220.0000,3.3379
1992-07-03,,,2.5000,18.4900,13.1400,26.1100,1015.1000,75.4750,1.0400,242.0000,3.6715
1992-07-04,,,5.9000,15.6200,13.5800,19.9400,1010.6000,83.5150,2.2000,135.0000,1.9337
1992-07-05,,,7.7000,14.8100,12.1400,17.4200,1008.8000,87.9500,0.8500,93.0000,1.3093
1992-07-06,,,2.6000,16.1600,12.6800,21.0300,1010.1000,77.0250,1.3100,149.0000,2.1596
1992-07-07,,,0.0000,14.0000,12.2300,17.4600,1016.4000,85.1850,1.5700,84.0000,1.1574
1992-07-08,,,0.0000,17.4000,13.6300,22.3700,1018.4000,70.6950,1.6500,212.0000,3.1440
1992-07-09,,,0.0000,19.6900,10.5100,26.0000,1013.7000,57.3600,2.1100,305.0000,4.7356
1992-07-10,,,1.6000,17.1800,14.4800,21.8000,1009.4000,79.6100,1.6700,158.0000,2.3399
1992-07-11,,,9.7000,14.0300,13.6000,15.5000,1011.5000,90.5450,1.9400,93.0000,1.2847
1992-07-12,,,0.0000,14.9200,11.8900,19.1900,1011.5000,81.8450,2.4700,182.0000,2.5660
1992-07-13,,,0.0000,16.0000,11.1000,21.1500,1019.0000,71.2000,1.8700,274.0000,3.9451
1992-07-14,,,0.0000,19.0000,10.1900,23.3400,1018.1000,68.4200,2.7500,158.0000,2.4183
1992-07-15,,,0.0000,15.9900,14.3500,20.1100,1019.5000,79.9600,2.1600,186.0000,2.6770
1992-07-16,,,0.0000,18.5100,10.7100,24.2000,1018.9000,69.6150,0.7700,221.0000,3.3500
1992-07-17,,,4.0000,20.4200,11.4300,28.8800,1018.6000,69.0150,1.3400,280.0000,4.3987
1992-07-18,,,0.0000,18.5500,14.2600,22.6700,1021.6000,64.0800,2.6300,138.0000,2.0916
1992-07-19,,,0.0000,20.3200,11.2000,27.4900,1020.4000,59.3050,1.0800,315.0000,4.9369
1992-07-20,,,0.0000,23.3200,12.5500,30.8500,1014.7000,54.5400,1.8100,317.0000,5.2345
1992-07-21,,,24.6000,25.6100,14.9700,33.1800,1010.7000,57.4150,2.1200,304.0000,5.2006
1992-07-22,,,1.8000,17.6600,16.1500,23.5700,1021.0000,89.7950,1.6300,110.0000,1.6385
1992-07-23,,,0.0000,19.3400,13.6000,24.7400,1022.8000,73.6750,1.9100,274.0000,4.2144
1992-07-24,,,0.0000,20.6500,12.7900,26.8000,1017.7000,62.1900,2.0000,299.0000,4.7177
1992-07-25,,,6.4000,18.0200,16.3200,24.2700,1018.2000,80.5300,1.2800,199.0000,2.9884
1992-07-26,,,0.0000,19.9900,11.4100,26.4200,1020.5000,67.2800,0.6400,279.0000,4.3465
1992-07-27,,,0.0000,22.5000,12.7700,29.0700,1018.7000,60.1250,2.8800,302.0000,4.9161
1992-07-28,,,0.0000,16.7300,12.2200,22.2700,1027.4000,54.1150,1.6800,302.0000,4.4032
1992-07-29,,,0.0000,19.2600,9.2500,25.7600,1022.1000,53.8850,1.4000,303.0000,4.6545
1992-07-30,,,0.0000,22.4000,13.3200,31.2700,1018.4000,62.4750,1.5500,293.0000,4.7622
1992-07-31,,,1.4000,21.1500,15.5900,28.8000,1018.1000,70.1900,1.3400,215.0000,3.4218
1992-08-01,,,0.0000,20.8100,15.7700,29.3100,1014.9000,77.1200,1.7000,233.0000,3.6899
1992-08-02,,,0.0000,21.7700,14.8000,29.3600,1013.8000,71.8200,1.8600,267.0000,4.3001
1992-08-03,,,10.7000,23.5400,16.0900,32.5400,1011.4000,66.6200,1.7300,262.0000,4.3452
1992-08-04,,,0.0000,18.0900,15.3300,24.0300,1020.1000,73.2050,2.0800,210.0000,3.1559
1992-08-05,,,0.0000,19.9800,10.1200,27.5700,1024.0000,63.6400,1.0200,302.0000,4.6988
1992-08-06,,,0.0000,22.6900,12.1700,30.8500,1022.0000,61.4850,1.0300,286.0000,4.6657
1992-08-07,,,0.0000,24.5500,15.0700,32.9700,1019.3000,59.3800,1.3300,280.0000,4.7059
1992-08-08,,,0.0000,24.9100,17.1500,33.6400,1015.7000,58.4050,1.2200,282.0000,4.7694
1992-08-09,,,0.0000,24.9600,16.9300,34.4600,1011.1000,57.2750,1.2100,288.0000,4.8803
1992-08-10,,,8.9000,17.0400,15.1100,24.2500,1013.5000,80.6150,3.1200,177.0000,2.6101
1992-08-11,,,0.0000,16.9600,12.6600,23.5600,1018.1000,71.5850,1.6200,237.0000,3.4835
1992-08-12,,,0.0000,17.6200,12.7100,23.2100,1019.9000,65.6450,1.9400,233.0000,3.4691
1992-08-13,,,0.0000,17.3500,9.8300,20.6800,1016.5000,61.1450,3.4900,122.0000,1.8086
1992-08-14,,,4.1000,13.2900,11.2100,16.6800,1012.4000,89.9950,2.4600,87.0000,1.1805
1992-08-15,,,0.0000,14.3000,9.1900,19.8500,1017.7000,74.9900,0.8800,221.0000,3.0648
1992-08-16,,,0.0000,17.1700,7.6900,23.9100,1018.8000,63.9050,0.8200,235.0000,3.4682
1992-08-17,,,0.0000,20.1600,10.1500,26.3700,1017.4000,64.1550,2.0100,213.0000,3.3317
1992-08-18,,,0.0000,21.5700,16.1100,29.5500,1016.7000,64.5900,1.3100,244.0000,3.9131
1992-08-19,,,0.0000,23.3500,13.7600,31.2200,1013.4000,54.3300,2.2100,249.0000,4.1151
1992-08-20,,,2.3000,26.0900,17.1100,32.4400,1011.1000,50.3250,1.9100,223.0000,3.8404
1992-08-21,,,8.8000,21.9500,17.4500,27.2400,1013.4000,67.5250,1.5800,230.0000,3.7158
1992-08-22,,,1.9000,19.8000,17.0100,25.0900,1012.4000,76.6050,1.1000,211.0000,3.2841
1992-08-23,,,4.4000,17.4600,15.2300,22.9900,1014.5000,80.4550,2.1400,152.0000,2.2600
1992-08-24,,,0.0000,17.8800,12.0300,21.2300,1019.7000,82.1000,1.5900,97.0000,1.4519
1992-08-25,,,0.0000,20.6800,13.9100,28.7200,1017.7000,69.9150,2.1400,259.0000,4.0887
1992-08-26,,,3.6000,21.5800,12.9200,30.0700,1013.5000,64.6300,1.4800,201.0000,3.2271
1992-08-27,,,0.0000,20.6400,14.4600,27.1500,1014.8000,75.1300,1.7000,234.0000,3.6947
1992-08-28,,,0.0000,22.7600,15.0300,31.7300,1009.2000,69.9100,1.4600,234.0000,3.8356
1992-08-29,,,11.7000,20.5200,15.5800,31.1900,1005.2000,72.2550,2.1800,186.0000,2.9393
1992-08-30,,,0.0000,16.5900,13.8200,21.2900,1007.7000,79.9650,1.5000,169.0000,2.4740
1992-08-31,,,17.3000,15.8200,12.7500,24.2700,1002.7000,81.3550,2.4800,152.0000,2.1930
1992-09-01,,,3.8000,10.1200,8.6700,14.4900,1015.4000,78.5300,5.1700,172.0000,2.1487
1992-09-02,,,0.0000,13.0900,7.6200,19.1000,1022.1000,70.6750,2.1300,203.0000,2.7307
1992-09-03,,,0.0000,15.8700,11.4600,20.5400,1016.7000,71.4300,4.1600,130.0000,1.8681
1992-09-04,,,4.4000,10.5000,8.4900,14.3800,1014.8000,77.7450,4.0100,109.0000,1.3761
1992-09-05,,,1.4000,9.4900,7.2300,10.6200,1020.5000,78.9200,5.0300,107.0000,1.3105
1992-09-06,,,0.0000,8.4200,6.2200,14.5400,1022.7000,73.2300,3.0000,187.0000,2.2187
1992-09-07,,,0.0000,11.7500,1.1200,19.8800,1016.6000,73.0500,0.7900,197.0000,2.5684
1992-09-08,,,0.0000,12.7800,10.5300,16.6600,1018.9000,77.0750,1.7000,121.0000,1.6174
1992-09-09,,,0.0000,12.6400,6.3900,19.2900,1024.6000,69.3200,0.9000,213.0000,2.8308
1992-09-10,,,0.0000,15.9400,9.8500,21.7800,1022.1000,71.8450,1.4100,160.0000,2.2981
1992-09-11,,,0.0000,15.6300,12.6100,24.2600,1020.5000,80.0850,1.2600,199.0000,2.8407
1992-09-12,,,0.0000,13.8800,10.9200,19.4400,1025.4000,76.6700,1.3200,118.0000,1.6156
1992-09-13,,,6.2000,15.0600,12.7800,22.1600,1018.4000,76.9300,1.5200,162.0000,2.2853
1992-09-14,,,6.2000,12.9900,9.9400,15.2200,1016.6000,90.6050,2.4300,54.0000,0.7262
1992-09-15,,,0.0000,12.4900,9.5900,18.3000,1023.6000,83.3900,1.8200,136.0000,1.8014
1992-09-16,,,0.0000,14.0700,7.1200,21.1800,1023.9000,78.2100,1.8100,175.0000,2.4082
1992-09-17,,,0.0000,13.3200,7.4300,21.7100,1022.0000,78.7800,0.9800,190.0000,2.5702
1992-09-18,,,0.0000,12.6700,6.0100,21.4300,1021.2000,78.1750,1.5900,190.0000,2.5305
1992-09-19,,,0.0000,13.3500,6.4000,20.1400,1020.6000,73.6650,1.2200,131.0000,1.7744
1992-09-20,,,0.0000,12.9000,6.9000,21.3400,1020.6000,77.3600,0.5900,158.0000,2.1168
1992-09-21,,,0.0000,13.4800,6.0000,21.6900,1017.7000,76.0250,1.5400,174.0000,2.3669
1992-09-22,,,0.0000,15.9100,7.5800,24.3800,1013.1000,70.0700,2.6600,184.0000,2.6498
1992-09-23,,,0.0000,12.4200,9.1600,16.4000,1018.5000,86.9550,1.4500,64.0000,0.8480
1992-09-24,,,0.0000,11.3700,9.6600,14.5500,1021.2000,89.4350,0.8800,65.0000,0.8375
1992-09-25,,,0.0000,11.3100,7.4100,16.1100,1021.2000,88.0200,0.5600,92.0000,1.1835
1992-09-26,,,0.0000,12.6800,6.5800,21.4200,1020.6000,83.4400,0.5200,158.0000,2.1053
1992-09-27,,,0.0000,13.6400,6.4800,24.0100,1015.7000,73.1850,1.8600,176.0000,2.4051
1992-09-28,,,0.0000,14.6200,7.3000,22.1900,1013.6000,74.5400,2.1300,129.0000,1.8050
1992-09-29,,,9.1000,12.5600,10.7900,14.2300,1016.5000,91.5300,2.2800,52.0000,0.6920
1992-09-30,,,3.9000,12.3400,11.9900,13.6400,1019.6000,93.7000,1.3000,56.0000,0.7402
1992-10-01,,,0.0000,11.8700,10.4400,15.9800,1019.5000,89.9400,0.6100,67.0000,0.8751
1992-10-02,,,0.0000,12.6700,9.3900,16.1200,1015.0000,86.4350,1.0200,57.0000,0.7611
1992-10-03,,,0.0000,12.4300,10.3200,15.5700,1004.0000,79.3550,2.6000,59.0000,0.7866
1992-10-04,,,2.9000,12.1800,10.2400,16.3200,1000.1000,75.4250,6.3500,60.0000,0.7963
1992-10-05,,,0.0000,14.5500,8.2400,19.3100,1001.2000,77.2600,3.6000,95.0000,1.3334
1992-10-06,,,3.0000,12.6300,8.4000,16.8200,1002.2000,80.3250,1.6300,87.0000,1.1665
1992-10-07,,,0.0000,11.0900,8.9900,12.1100,1014.7000,88.8550,1.4500,40.0000,0.5130
1992-10-08,,,0.0000,12.0600,9.8400,14.3400,1024.1000,80.9400,1.1300,74.0000,0.9694
1992-10-09,,,1.0000,11.0900,9.8900,14.3200,1015.6000,75.8450,1.1300,70.0000,0.8975
1992-10-10,,,0.0000,8.0600,7.0700,9.6800,1014.9000,78.9650,3.0400,47.0000,0.5538
1992-10-11,,,0.0000,6.5300,4.1300,12.0000,1013.7000,76.7450,1.5100,90.0000,1.0126
1992-10-12,,,0.0000,6.5600,1.4200,10.4700,1018.6000,60.0350,2.5600,103.0000,1.1571
1992-10-13,,,0.0000,2.2200,-2.3000,10.9700,1024.6000,69.3350,2.3200,137.0000,1.3227
1992-10-14,,,0.0000,4.5000,-4.1000,8.4600,1017.0000,86.0850,1.2900,87.0000,0.9144
1992-10-15,,,1.1000,6.6600,1.9900,11.6500,1003.5000,74.2250,2.8900,81.0000,0.9197
1992-10-16,,,0.0000,4.6000,3.0700,7.8000,1002.9000,80.1650,1.5100,58.0000,0.6162
1992-10-17,,,9.7000,2.5800,0.7100,3.2800,1002.5000,94.3000,1.6400,29.0000,0.2872
1992-10-18,,,2.4000,1.0500,-0.0900,4.3500,1012.1000,93.3722,1.8700,57.0000,0.5304
1992-10-19,,,0.0000,2.6200,-2.2400,8.4100,1016.6000,83.9400,1.6700,106.0000,1.0431
1992-10-20,,,0.0000,4.5600,-0.7700,7.4900,1014.4000,86.5900,0.8600,67.0000,0.7066
1992-10-21,,,1.0000,5.3800,2.4500,8.4000,1009.5000,87.5850,1.7400,40.0000,0.4346
1992-10-22,,,2.4000,3.3900,2.5400,4.9100,1009.4000,90.5500,3.4500,56.0000,0.5687
1992-10-23,,,8.4000,5.3500,1.7300,7.7200,1005.1000,85.1800,2.8000,32.0000,0.3482
1992-10-24,,,18.2000,3.7700,3.0500,5.6700,1008.8000,86.6950,4.6000,61.0000,0.6280
1992-10-25,,,19.4000,5.4500,0.1700,10.6900,1003.8000,92.2400,3.5900,29.0000,0.3168
1992-10-26,,,5.4000,4.3000,3.4300,7.7900,1006.6000,91.1300,6.4500,46.0000,0.4829
1992-10-27,,,3.4000,4.2600,0.1900,5.5200,1007.5000,95.0000,1.8200,27.0000,0.2829
1992-10-28,,,16.0000,5.6600,4.8200,10.1800,1000.2000,92.9600,2.9400,30.0000,0.3305
1992-10-29,,,0.0000,6.0500,3.8900,10.2600,1003.4000,76.6850,3.9000,82.0000,0.9133
1992-10-30,,,1.8000,4.4800,0.7900,8.6600,1011.0000,81.0850,1.5600,55.0000,0.5795
1992-10-31,,,0.0000,2.4900,0.5400,5.9600,1019.5000,89.4450,1.1600,42.0000,0.4107
1992-11-01,,,0.0000,2.4600,-1.2800,3.2500,1023.4000,93.5529,1.6800,37.0000,0.3606
1992-11-02,,,4.4000,3.8700,2.5600,4.8900,1019.2000,93.0444,1.7300,41.0000,0.4212
1992-11-03,,,0.0000,5.4500,2.0300,8.6600,1016.4000,89.4900,2.2400,39.0000,0.4232
1992-11-04,,,0.0000,3.7700,-0.7800,7.8100,1020.4000,95.2000,1.7400,25.0000,0.2558
1992-11-05,,,0.0000,7.7500,1.4500,9.4400,1031.4000,90.8150,2.0800,27.0000,0.3127
1992-11-06,,,0.0000,7.1100,3.7000,12.4600,1034.0000,88.2550,1.4000,49.0000,0.5558
1992-11-07,,,2.0000,6.1200,3.3900,11.0100,1026.5000,83.8450,2.2900,76.0000,0.8386
1992-11-08,,,0.8000,5.7900,2.6400,8.3900,1027.1000,93.3833,2.1800,25.0000,0.2729
1992-11-09,,,0.0000,3.4200,-0.5000,5.6600,1025.4000,93.6688,2.5100,47.0000,0.4737
1992-11-10,,,2.2000,5.3000,2.5000,7.5600,1016.3000,93.9500,2.5100,22.0000,0.2376
1992-11-11,,,19.3000,6.6500,2.6100,10.0200,1006.7000,88.3500,4.8000,19.0000,0.2153
1992-11-12,,,2.9000,2.6900,1.4800,7.1300,1010.2000,86.5650,5.3000,46.0000,0.4554
1992-11-13,,,2.8000,0.4800,-0.2900,2.5600,1010.4000,93.8765,2.5500,29.0000,0.2642
1992-11-14,,,3.5000,0.0100,-1.9500,4.2000,1015.9000,86.6150,3.4300,54.0000,0.4814
1992-11-15,,,16.2000,1.3700,-2.2200,2.0300,1009.1000,89.4075,2.4500,19.0000,0.1793
1992-11-16,,,4.2000,4.5300,1.7300,6.3500,1002.0000,92.2000,1.9300,26.0000,0.2757
1992-11-17,,,2.1000,2.7700,1.4600,4.4800,999.3000,84.7000,3.4600,24.0000,0.2398
1992-11-18,,,3.5000,1.2600,-0.1700,3.8100,1013.2000,81.8450,4.6100,36.0000,0.3375
1992-11-19,,,6.5000,4.1200,-0.4300,7.6400,1011.9000,77.7250,5.3200,39.0000,0.4057
1992-11-20,,,0.0000,1.6900,-0.3500,4.6900,1020.3000,82.6550,3.9200,43.0000,0.4080
1992-11-21,,,9.0000,2.7900,-3.7600,5.5100,1017.9000,91.7900,1.6100,20.0000,0.1979
1992-11-22,,,13.8000,10.8600,3.3900,12.3400,1014.5000,91.9150,5.3200,21.0000,0.2677
1992-11-23,,,0.0000,9.6300,7.6400,12.2600,1022.7000,90.7850,3.0300,33.0000,0.4054
1992-11-24,,,0.0000,4.7500,3.5500,7.4300,1025.1000,92.6889,1.6300,48.0000,0.5067
1992-11-25,,,1.5000,4.4400,1.1300,7.6800,1020.8000,94.1900,2.0800,21.0000,0.2198
1992-11-26,,,1.3000,9.2800,3.9000,13.4400,1016.6000,73.6600,5.9200,20.0000,0.2439
1992-11-27,,,3.3000,3.1100,0.5600,6.9300,1028.6000,86.8000,3.3600,56.0000,0.5573
1992-11-28,,,6.8000,6.7800,0.1600,9.4600,1021.4000,89.3150,2.9700,16.0000,0.1807
1992-11-29,,,4.3000,4.8400,3.5500,6.0900,1023.4000,93.7333,0.9600,19.0000,0.2013
1992-11-30,,,0.0000,6.2700,4.8000,7.8200,1022.5000,94.5750,2.4000,36.0000,0.4000
1992-12-01,,,0.0000,5.9100,3.7200,8.8600,1022.2000,91.7550,1.7500,20.0000,0.2197
1992-12-02,,,2.1000,4.7400,3.7600,6.5200,1011.3000,90.7250,3.2400,36.0000,0.3826
1992-12-03,,,5.7000,7.0500,3.9900,11.3200,1001.3000,88.2150,3.6100,17.0000,0.1956
1992-12-04,,,14.2000,5.2900,1.7300,7.4900,996.0000,84.2550,3.9100,23.0000,0.2509
1992-12-05,,,0.0000,2.4200,1.6800,7.5700,1000.1000,92.4778,1.5300,17.0000,0.1676
1992-12-06,,,0.0000,0.8000,-0.9800,3.7100,1013.8000,88.3550,1.7400,27.0000,0.2486
1992-12-07,,,9.1000,0.4000,-2.1000,0.5600,1004.1000,92.1200,2.7500,17.0000,0.1550
1992-12-08,,,0.0000,1.2300,0.3700,1.5700,1009.6000,89.2050,1.9900,17.0000,0.1595
1992-12-09,,,0.0000,1.3200,0.6200,1.9800,1016.9000,90.3350,2.1300,16.0000,0.1500
1992-12-10,,,0.0000,0.7900,-0.3000,1.1000,1025.2001,89.3100,1.5600,17.0000,0.1554
1992-12-11,,,11.6000,0.2500,-0.9600,2.1800,1026.0000,89.2950,1.3200,22.0000,0.1968
1992-12-12,,,8.3000,2.1300,-0.4700,2.6300,1014.2000,92.5800,4.8200,17.0000,0.1645
1992-12-13,,,0.0000,2.5100,1.5300,2.9800,1020.7000,79.8600,5.5700,19.0000,0.1858
1992-12-14,,,0.0000,2.8100,1.5300,4.5800,1022.5000,82.4100,3.4000,19.0000,0.1877
1992-12-15,,,0.0000,-0.5100,-3.4900,5.6200,1020.2000,90.7000,1.2000,50.0000,0.4354
1992-12-16,,,0.0000,-1.4900,-4.5500,-0.6900,1019.9000,94.4500,1.0900,28.0000,0.2342
1992-12-17,,,0.0000,-1.3300,-2.1800,-0.5900,1026.8000,94.3964,1.2100,25.0000,0.2097
1992-12-18,,,0.0000,-1.2000,-1.7800,-0.4100,1025.3000,94.3429,1.9800,24.0000,0.2025
1992-12-19,,,0.0000,-1.2400,-2.5600,-0.7300,1026.1000,92.7625,1.6400,20.0000,0.1684
1992-12-20,,,1.5000,0.6400,-1.2600,0.9200,1024.8000,91.3100,1.3200,20.0000,0.1818
1992-12-21,,,7.0000,2.6700,0.6000,3.4400,1022.7000,94.5333,0.9800,15.0000,0.1474
1992-12-22,,,0.0000,3.1200,2.4800,3.8300,1027.5000,94.3000,1.9700,20.0000,0.1992
1992-12-23,,,0.0000,0.6800,0.6200,2.7200,1030.7001,90.8650,2.5800,17.0000,0.1543
1992-12-24,,,0.0000,-1.4200,-1.9300,0.6800,1032.4000,91.8300,2.2000,17.0000,0.1415
1992-12-25,,,0.0000,-4.3000,-5.8300,-0.9800,1035.3000,81.2250,2.4100,30.0000,0.2197
1992-12-26,,,0.0000,-5.7500,-8.9200,-1.2300,1036.2001,80.9300,1.5300,42.0000,0.2872
1992-12-27,,,0.0000,-5.1400,-10.6700,-1.2100,1040.4000,82.5100,2.0500,39.0000,0.2737
1992-12-28,,,0.0000,-4.7800,-6.4000,-1.0400,1042.1000,68.6500,3.4200,56.0000,0.3993
1992-12-29,,,0.0000,-7.5100,-11.5600,-0.1700,1036.0000,76.5300,1.4800,56.0000,0.3512
1992-12-30,,,0.0000,-7.1800,-12.5700,0.9000,1029.4000,70.3100,0.4800,56.0000,0.3587
1992-12-31,,,0.0000,-7.6800,-11.5200,-2.2000,1029.7001,77.4450,1.6800,51.0000,0.3185
1993-01-01,,,0.0000,-8.2500,-11.8600,-0.8300,1038.0000,81.7250,1.5900,52.0000,0.3136
1993-01-02,,,0.0000,-10.8000,-14.5500,-6.0400,1039.8000,78.9450,2.2300,54.0000,0.2838
1993-01-03,,,0.0000,-9.1000,-14.0400,-5.2700,1035.0000,67.4350,3.4200,52.0000,0.3006
1993-01-04,,,0.0000,-8.3700,-12.1100,-1.4500,1032.1000,72.7850,2.3900,54.0000,0.3250
1993-01-05,,,0.0000,-8.3900,-13.8000,-2.1300,1039.6000,81.7550,1.0500,54.0000,0.3229
1993-01-06,,,5.4000,-0.4500,-10.0500,0.8100,1034.9000,90.1947,0.8500,18.0000,0.1558
1993-01-07,,,5.0000,4.2300,1.1200,5.6400,1026.7001,92.5099,2.4900,17.0000,0.1761
1993-01-08,,,2.4000,4.5900,2.2300,7.5000,1027.5000,94.8250,2.4800,16.0000,0.1678
1993-01-09,,,0.0000,2.4100,-1.3600,4.0900,1030.2001,89.5825,1.3800,27.0000,0.2617
1993-01-10,,,0.0000,4.4800,2.8800,8.0800,1021.7000,84.3400,2.2800,31.0000,0.3248
1993-01-11,,,0.0000,10.1600,3.0300,12.0000,1009.7000,70.3950,4.9100,22.0000,0.2758
1993-01-12,,,1.9000,7.1600,4.1300,15.1000,1011.4000,78.6100,5.8500,29.0000,0.3331
1993-01-13,,,3.9000,2.0600,-2.9400,4.9500,1024.8000,90.1550,1.8400,37.0000,0.3551
1993-01-14,,,0.0000,5.1200,0.9600,10.3900,1028.7001,80.2550,4.2800,51.0000,0.5440
1993-01-15,,,0.0000,1.2400,-2.7000,4.7600,1030.8000,92.0300,1.7400,47.0000,0.4358
1993-01-16,,,0.0000,5.2000,0.4400,12.0300,1032.6000,85.4950,2.4300,57.0000,0.6085
1993-01-17,,,0.0000,2.1600,-1.7100,10.4200,1028.5000,84.6800,1.2100,71.0000,0.6825
1993-01-18,,,0.0000,1.3300,-2.6600,7.7700,1031.2001,90.9750,1.8000,40.0000,0.3721
1993-01-19,,,0.0000,5.0300,-0.6900,7.5600,1028.2001,80.6900,2.5300,40.0000,0.4255
1993-01-20,,,0.0000,6.8200,3.8100,8.7300,1027.3000,74.6850,3.6200,33.0000,0.3722
1993-01-21,,,0.0000,6.1100,4.8400,9.2000,1030.0000,78.9250,3.9200,34.0000,0.3744
1993-01-22,,,0.0000,10.1800,3.5100,10.9300,1022.4000,75.8550,5.9000,22.0000,0.2744
1993-01-23,,,0.0000,9.4900,6.7600,11.2100,1024.5000,72.3950,5.5300,34.0000,0.4157
1993-01-24,,,13.9000,8.4400,6.2000,11.5800,1015.0000,76.6000,8.2000,27.0000,0.3217
1993-01-25,,,2.1000,2.4800,0.9000,6.9500,1013.0000,69.2350,8.5100,54.0000,0.5298
1993-01-26,,,5.8000,-0.2900,-3.0700,0.9400,1023.9000,71.9450,5.8200,54.0000,0.4734
1993-01-27,,,1.7000,1.2400,-1.8100,2.6200,1016.8000,85.7150,4.9000,39.0000,0.3645
1993-01-28,,,1.3000,2.4100,-0.5400,3.8200,1017.9000,91.9688,1.9900,25.0000,0.2440
1993-01-29,,,2.8000,2.3200,0.0800,5.1300,1019.3000,90.9526,3.4100,22.0000,0.2138
1993-01-30,,,0.0000,-3.3800,-4.8000,-0.0500,1032.0000,70.3700,3.8000,61.0000,0.4667
1993-01-31,,,0.0000,-5.1500,-9.2300,-3.1100,1036.6000,88.4550,2.1700,47.0000,0.3306
1993-02-01,,,0.0000,-5.3300,-9.2500,1.4100,1041.1000,80.8650,1.6300,72.0000,0.5006
1993-02-02,,,0.0000,-4.2700,-10.0900,-2.6700,1043.0000,92.7667,0.8300,48.0000,0.3503
1993-02-03,,,0.0000,-4.9600,-6.9900,-0.3600,1043.3000,88.8100,1.0500,61.0000,0.4310
1993-02-04,,,0.0000,-3.5900,-9.2600,-1.0200,1038.1000,93.8154,0.5900,69.0000,0.5210
1993-02-05,,,0.0000,-0.7200,-3.7000,4.3800,1035.5000,89.6600,0.8200,79.0000,0.6759
1993-02-06,,,1.3000,1.1600,-5.6600,5.2300,1034.1000,74.7050,1.3900,43.0000,0.3968
1993-02-07,,,0.0000,1.4600,0.5200,4.0500,1036.1000,93.4421,1.2400,29.0000,0.2704
1993-02-08,,,0.0000,0.1300,-0.4300,1.6500,1036.7001,94.0412,1.7300,30.0000,0.2655
1993-02-09,,,0.0000,-0.6500,-1.7400,0.2700,1035.0000,89.6950,2.1200,43.0000,0.3691
1993-02-10,,,0.0000,-0.8900,-2.7900,3.2700,1034.3000,84.0550,1.8100,53.0000,0.4506
1993-02-11,,,0.0000,-2.2000,-5.5900,3.2800,1035.8000,86.0950,0.8500,71.0000,0.5707
1993-02-12,,,0.0000,-1.8000,-5.6900,-0.5100,1037.8000,93.7444,0.8700,55.0000,0.4492
1993-02-13,,,0.0000,-2.3600,-3.3600,-1.1900,1039.1000,93.5462,0.7200,42.0000,0.3346
1993-02-14,,,0.0000,-3.6100,-4.1400,-2.3700,1037.5000,93.6000,1.5600,46.0000,0.3471
1993-02-15,,,0.0000,-0.8900,-4.4900,0.5200,1036.4000,80.4200,1.5900,36.0000,0.3057
1993-02-16,,,1.9000,-1.1300,-2.3600,-0.7500,1032.7001,80.5800,1.1900,28.0000,0.2359
