,head_full [m],head [m],rr [mm/d],tg [C],tn [C],tx [C],pp [hPa],hu [%],fg [m/s],qq [W/m2],et [mm/d]
1998-01-13,,,0.0000,-18.6000,-22.9700,-11.9300,1009.5000,73.3600,0.2900,0.8868,0.0030
1998-01-14,,,0.0000,-14.0900,-17.0500,-11.9300,1004.8000,79.0150,1.8500,0.9057,0.0040
1998-01-15,,,0.8000,-12.5800,-16.2900,-11.6700,996.6000,82.8300,1.1300,0.9245,0.0045
1998-01-16,,,0.8000,-6.9600,-11.7800,-4.6500,987.8000,90.5053,0.5600,0.9434,0.0063
1998-01-17,,,1.7000,-3.3600,-5.9700,-2.2500,989.8000,90.7722,1.1700,0.9623,0.0076
1998-01-18,,,0.0000,-9.9400,-13.6000,-2.2600,997.4000,75.7400,0.7200,0.9811,0.0056
1998-01-19,,,0.0000,-10.3000,-13.8400,-7.3500,1003.7000,80.3050,1.5600,1.0000,0.0055
1998-01-20,,,0.0000,-10.7400,-13.1700,-6.3700,1022.8000,76.0250,2.1300,1.5000,0.0080
1998-01-21,,,0.0000,-7.3700,-14.8500,-0.8900,1023.9000,62.4200,2.2800,2.0000,0.0127
1998-01-22,,,1.5000,0.4600,-3.3000,2.8000,1004.8000,80.8350,2.9400,2.0000,0.0183
1998-01-23,,,4.6000,-3.4700,-6.9200,1.2500,1012.4000,80.3400,1.7600,2.0000,0.0154
1998-01-24,,,1.2000,-5.5500,-7.9800,-3.6100,1017.3000,84.3210,1.9000,2.0000,0.0140
1998-01-25,,,0.0000,0.8200,-5.9600,4.0000,1009.4000,88.5667,2.7200,4.0000,0.0369
1998-01-26,,,9.0000,2.5100,0.9900,4.5100,996.3000,86.0947,3.1300,2.0000,0.0198
1998-01-27,,,0.0000,-6.5200,-9.2200,2.3700,995.7000,77.4750,1.4500,2.0000,0.0135
1998-01-28,,,1.0000,-13.0500,-15.6000,-8.4900,1008.1000,80.4450,1.1700,3.0000,0.0142
1998-01-29,,,0.0000,-15.5500,-18.6100,-12.9200,1001.4000,78.5750,1.5000,6.0000,0.0246
1998-01-30,,,0.0000,-18.3700,-20.5300,-15.1500,1014.9000,73.2150,1.7900,4.0000,0.0136
1998-01-31,,,0.0000,-10.5600,-17.7200,-8.9800,1011.9000,85.0650,1.6000,3.0000,0.0163
1998-02-01,,,0.0000,-13.3400,-17.7300,-8.7000,1004.7000,85.3900,0.8300,4.0000,0.0187
1998-02-02,,,0.0000,-19.5700,-21.5400,-14.5700,1006.0000,65.0250,3.0200,5.0000,0.0158
1998-02-03,,,0.0000,-23.9100,-25.7200,-21.1400,1011.5000,71.8000,0.7800,5.0000,0.0116
1998-02-04,,,0.0000,-19.3300,-26.6700,-14.2000,1006.0000,60.4150,1.4000,7.0000,0.0225
1998-02-05,,,0.0000,-22.5300,-25.0500,-14.1800,1001.5000,64.7000,1.5000,9.0000,0.0232
1998-02-06,,,0.0000,-24.8300,-27.9500,-21.9600,1007.6000,76.3900,0.4700,4.0000,0.0087
1998-02-07,,,2.7000,-21.9600,-26.7900,-19.2700,1004.7000,66.2250,1.9100,3.0000,0.0080
1998-02-08,,,0.0000,-18.8400,-21.9200,-17.5600,1004.4000,72.9150,1.6900,5.0000,0.0166
1998-02-09,,,1.7000,-18.8500,-22.9100,-16.6900,996.1000,68.9800,1.2500,7.0000,0.0234
1998-02-10,,,2.8000,-14.5900,-19.0800,-11.4400,980.4000,80.2300,1.8900,2.0000,0.0089
1998-02-11,,,0.9000,-7.4900,-13.5100,-0.7200,986.8000,80.6000,2.0000,2.0000,0.0130
1998-02-12,,,1.2000,-16.4400,-20.5800,-9.0600,999.7000,78.9300,0.9000,13.0000,0.0506
1998-02-13,,,0.0000,-3.8800,-18.7300,-0.9300,1011.4000,84.1600,2.6600,10.0000,0.0758
1998-02-14,,,6.1000,-17.3300,-21.2300,-1.7500,1011.0000,73.2200,2.9400,6.0000,0.0219
1998-02-15,,,4.6000,-11.8500,-20.4300,-4.8400,992.1000,82.8300,2.8400,10.0000,0.0514
1998-02-16,,,0.0000,-5.1800,-8.0500,-2.4700,996.5000,79.2250,2.3800,29.0000,0.2092
1998-02-17,,,4.3000,-19.3600,-23.9900,-2.7100,1010.9000,77.1700,0.9600,22.0000,0.0702
1998-02-18,,,2.6000,-7.0200,-18.8600,-0.6800,984.6000,87.5850,2.5500,15.0000,0.0999
1998-02-19,,,2.1000,-5.1200,-8.4900,-0.2300,996.1000,76.4850,2.5800,15.0000,0.1086
1998-02-20,,,2.3000,-6.9800,-9.3800,-5.1600,992.2000,84.7850,1.4500,19.0000,0.1261
1998-02-21,,,1.7000,-5.4700,-8.7000,-3.7000,979.0000,81.2050,1.8600,7.0000,0.0504
1998-02-22,,,3.8000,-2.7700,-6.3600,1.8800,975.9000,76.9450,1.8200,22.0000,0.1793
1998-02-23,,,0.0000,-10.3800,-12.0600,-2.9400,996.5000,73.9350,1.9700,8.0000,0.0444
1998-02-24,,,1.3000,-18.6100,-21.8100,-11.3300,1022.2000,78.0500,1.3500,45.0000,0.1494
1998-02-25,,,19.6000,-11.2200,-22.0800,-8.6000,998.0000,85.1150,1.3500,14.0000,0.0742
1998-02-26,,,3.6000,-3.0600,-8.5300,0.5300,979.0000,89.9389,2.4800,22.0000,0.1767
1998-02-27,,,1.9000,-4.6400,-8.2100,-0.0600,965.8000,84.3700,2.1800,33.0000,0.2492
1998-02-28,,,1.8000,-7.9300,-10.2600,-5.7300,970.6000,85.2800,3.1200,19.0000,0.1222
1998-03-01,,,0.0000,-12.0000,-16.7200,-8.4800,988.3000,75.7550,1.3200,31.0000,0.1585
1998-03-02,,,0.0000,-14.2000,-17.4100,-9.8700,995.3000,80.0750,1.3500,39.0000,0.1745
1998-03-03,,,0.0000,-23.9200,-27.7400,-16.5400,999.7000,69.1500,0.6100,54.0000,0.1264
1998-03-04,,,0.0000,-25.7700,-31.9800,-20.4200,993.8000,70.8350,0.9200,54.0000,0.1108
1998-03-05,,,0.0000,-19.6000,-21.6600,-17.6200,992.5000,76.6250,1.7600,55.0000,0.1753
1998-03-06,,,0.0000,-17.9200,-23.1600,-11.7000,1001.3000,64.9600,1.5300,52.0000,0.1838
1998-03-07,,,0.0000,-23.0200,-27.1600,-17.1900,1004.1000,55.4900,0.5600,71.0000,0.1767
1998-03-08,,,0.0000,-27.4000,-29.8900,-22.8900,1008.5000,64.2500,0.9700,54.0000,0.0965
1998-03-09,,,0.0000,-24.7100,-31.0500,-20.3500,1015.8000,70.0100,0.5100,53.0000,0.1154
1998-03-10,,,0.0000,-16.9900,-26.4100,-10.9000,1024.2001,72.6350,1.3100,62.0000,0.2283
1998-03-11,,,0.0000,-13.8100,-16.3400,-11.1900,1013.7000,70.4150,3.3900,60.0000,0.2708
1998-03-12,,,0.0000,-10.0800,-13.8200,-6.6200,1007.4000,57.1750,2.1900,48.0000,0.2687
1998-03-13,,,0.0000,-9.3400,-13.2800,-5.0400,1004.3000,66.2800,3.6200,83.0000,0.4845
1998-03-14,,,0.0000,-13.9100,-21.5800,-7.4300,1012.9000,71.1950,1.0700,85.0000,0.3817
1998-03-15,,,1.3000,-12.6100,-21.2600,-6.4100,1010.7000,64.3000,1.8700,58.0000,0.2814
1998-03-16,,,0.0000,-4.5200,-11.5200,1.2700,1005.9000,71.7900,2.7400,62.0000,0.4583
1998-03-17,,,0.0000,-0.0600,-2.6000,2.7000,1001.4000,68.2300,4.8200,69.0000,0.6187
1998-03-18,,,0.0000,-3.9200,-7.4400,2.0400,995.0000,64.9200,2.9000,74.0000,0.5661
1998-03-19,,,0.0000,-5.2700,-10.1800,-2.7100,997.2000,72.2300,2.5700,68.0000,0.4883
1998-03-20,,,0.0000,-3.8900,-11.5300,0.3400,1013.6000,76.5150,2.3600,94.0000,0.7114
1998-03-21,,,1.6000,-1.4100,-4.2500,-0.0800,1018.9000,84.1500,1.7500,39.0000,0.3276
1998-03-22,,,0.0000,3.8700,-0.6600,6.5700,1026.7001,75.8800,1.5700,47.0000,0.4809
1998-03-23,,,0.0000,4.6900,1.9700,8.3000,1029.2001,80.6800,1.1700,65.0000,0.6832
1998-03-24,,,0.0000,1.4100,-4.4400,5.9900,1019.6000,75.8450,2.9800,75.0000,0.7045
1998-03-25,,,0.0000,-3.6400,-6.7400,0.9100,1016.0000,67.2000,1.9500,76.0000,0.5807
1998-03-26,,,0.0000,-3.8600,-9.7700,2.0300,1011.7000,64.4650,3.4400,115.0000,0.8725
1998-03-27,,,0.0000,0.8400,-4.7500,5.4700,1000.7000,62.8450,3.1100,110.0000,1.0221
1998-03-28,,,0.0000,0.3200,-2.7400,3.2500,1011.5000,70.2650,1.9300,57.0000,0.5157
1998-03-29,,,3.3000,-0.2600,-1.7900,1.4600,1010.7000,83.9650,1.4800,43.0000,0.3804
1998-03-30,,,0.0000,0.9800,-1.5200,3.7800,1012.8000,81.2400,2.1900,63.0000,0.5844
1998-03-31,,,0.0000,-10.6300,-12.1800,0.1500,1013.4000,72.1750,2.0800,82.0000,0.4436
1998-04-01,,,0.0000,-13.6800,-20.5200,-7.0800,1021.5000,62.1400,1.1700,130.0000,0.5877
1998-04-02,,,0.0000,-7.7400,-14.3700,-1.8900,1024.4000,64.2550,1.7100,124.0000,0.7749
1998-04-03,,,0.0000,-4.3600,-8.7900,-1.6500,1014.5000,73.7500,1.9200,93.0000,0.6885
1998-04-04,,,0.0000,-0.4800,-3.6700,1.8100,1006.5000,75.5450,2.2900,99.0000,0.8703
1998-04-05,,,0.0000,-4.2400,-6.3800,0.1800,1007.0000,74.9050,1.4900,135.0000,1.0099
1998-04-06,,,0.0000,-5.9000,-9.7600,-2.7600,1005.0000,74.4000,2.1600,125.0000,0.8667
1998-04-07,,,1.1000,-7.7600,-9.7100,-4.6000,1003.7000,68.4950,1.1600,158.0000,1.0009
1998-04-08,,,0.0000,-8.4200,-10.8500,-6.0300,1003.3000,76.4850,1.7600,165.0000,1.0110
1998-04-09,,,0.0000,-9.2600,-12.8900,-4.2900,1005.2000,69.4350,2.0600,134.0000,0.7849
1998-04-10,,,0.0000,-12.0500,-17.0100,-5.7100,1014.3000,57.2550,0.8100,135.0000,0.6744
1998-04-11,,,0.0000,-10.0500,-15.6800,-5.4600,1019.2000,52.9800,1.2500,151.0000,0.8394
1998-04-12,,,0.0000,-13.0400,-17.9700,-7.8300,1019.0000,55.8250,1.4800,179.0000,0.8418
1998-04-13,,,0.0000,-10.3800,-18.0100,-7.2500,1013.8000,70.0750,1.7300,130.0000,0.7128
1998-04-14,,,0.0000,-7.4500,-10.7100,-3.8300,1014.6000,61.0400,1.6500,141.0000,0.9002
1998-04-15,,,0.0000,-7.1800,-14.2600,-1.2000,1013.2000,62.4600,1.7400,158.0000,1.0234
1998-04-16,,,0.0000,-4.4300,-12.4500,0.8800,1012.6000,73.2850,2.3400,136.0000,1.0049
1998-04-17,,,0.0000,-0.2500,-4.2800,4.1500,1014.0000,56.4200,3.2400,154.0000,1.3603
1998-04-18,,,0.0000,-3.0300,-5.1400,2.1400,1013.9000,55.9700,2.3300,124.0000,0.9748
1998-04-19,,,0.0000,-2.7800,-6.7900,0.5700,1013.5000,73.8050,1.6300,130.0000,1.0334
1998-04-20,,,0.0000,-2.0200,-7.5900,1.7400,1013.9000,80.8700,1.4500,97.0000,0.7965
1998-04-21,,,0.0000,0.9300,-1.2900,3.8600,1020.6000,82.1200,1.6300,156.0000,1.4378
1998-04-22,,,0.0000,1.8500,-0.4800,4.9100,1027.6000,66.2500,1.0700,123.0000,1.1693
1998-04-23,,,0.0000,-0.3300,-5.6800,5.0100,1026.0000,58.4700,0.6600,217.0000,1.8969
1998-04-24,,,0.0000,2.1700,-3.0100,7.6400,1019.7000,56.9150,1.4500,153.0000,1.4785
1998-04-25,,,0.0000,4.6500,-0.6300,9.5100,1011.9000,66.8050,1.1400,163.0000,1.7266
1998-04-26,,,0.0000,4.6400,0.2800,8.1000,1005.9000,75.5500,0.7100,123.0000,1.3065
1998-04-27,,,1.0000,3.1700,0.7700,6.2400,1001.1000,80.1450,0.6400,88.0000,0.8908
1998-04-28,,,0.0000,1.5500,0.8300,2.5600,1014.6000,87.9263,1.1700,84.0000,0.7954
1998-04-29,,,1.0000,1.1400,0.2500,3.2400,1016.6000,86.5150,1.8600,74.0000,0.6891
1998-04-30,,,1.5000,2.9100,0.5600,5.1400,1020.2000,86.8050,1.0800,46.0000,0.4566
1998-05-01,,,0.0000,2.1500,-0.9200,4.4800,1015.1000,74.4600,1.0700,145.0000,1.4038
1998-05-02,,,0.0000,2.4600,-0.7200,6.0500,1013.5000,58.0200,1.7500,168.0000,1.6465
1998-05-03,,,0.0000,0.7200,-4.5400,5.3300,1014.9000,70.8200,1.9700,219.0000,2.0087
1998-05-04,,,0.0000,3.0500,-0.6600,6.6700,1007.0000,72.4950,2.4200,178.0000,1.7885
1998-05-05,,,0.0000,4.4200,0.1300,8.2700,1002.7000,70.0800,1.7800,212.0000,2.2391
1998-05-06,,,1.9000,2.0400,-0.9600,7.0800,998.2000,74.7400,3.6100,126.0000,1.2265
1998-05-07,,,2.8000,-0.0700,-0.9900,1.5600,998.7000,84.4450,2.6600,124.0000,1.1133
1998-05-08,,,0.0000,0.7400,-1.8200,2.8900,1002.6000,76.6700,1.9100,112.0000,1.0355
1998-05-09,,,0.0000,2.5600,-1.2900,7.6100,1013.8000,70.1600,2.2700,144.0000,1.4162
1998-05-10,,,4.6000,2.9100,-1.5500,7.7400,1012.4000,71.5600,1.4300,185.0000,1.8440
1998-05-11,,,0.0000,2.7700,0.5300,3.7900,1014.6000,69.6700,3.7100,139.0000,1.3769
1998-05-12,,,0.0000,3.2000,1.1200,6.1100,1028.7001,75.5500,2.6800,202.0000,2.0165
1998-05-13,,,0.0000,3.0700,1.5600,6.1300,1028.7001,70.6550,1.8900,163.0000,1.6196
1998-05-14,,,0.0000,3.8400,0.6800,6.7700,1029.5000,79.4200,1.9200,214.0000,2.1842
1998-05-15,,,0.0000,5.4200,1.9800,10.3100,1025.1000,66.2150,1.3800,144.0000,1.5543
1998-05-16,,,0.0000,8.3400,4.0800,12.6200,1020.9000,63.3700,4.4200,204.0000,2.4167
1998-05-17,,,2.5000,5.7100,3.1000,9.8300,1019.6000,70.1000,3.5500,229.0000,2.5023
1998-05-18,,,0.0000,5.2400,0.8400,9.3400,1013.3000,80.9750,2.1300,174.0000,1.8783
1998-05-19,,,2.2000,1.7800,-1.6100,6.7100,1000.6000,75.0350,3.3800,139.0000,1.3383
1998-05-20,,,0.0000,-0.6700,-2.1300,1.7100,1005.8000,72.8900,3.0300,173.0000,1.5099
1998-05-21,,,0.0000,-0.0300,-1.5900,3.3300,1008.4000,72.3150,1.9700,200.0000,1.7881
1998-05-22,,,0.0000,0.2400,-2.5600,2.4500,1012.6000,67.9750,2.8600,177.0000,1.5955
1998-05-23,,,0.0000,-0.4900,-4.7700,3.1500,1016.2000,69.1350,1.8700,229.0000,2.0006
1998-05-24,,,0.0000,0.2400,-2.0900,4.1400,1013.9000,62.8700,4.3200,245.0000,2.2067
1998-05-25,,,3.0000,-0.5000,-3.3900,1.7500,1010.9000,70.5950,3.8600,161.0000,1.4105
1998-05-26,,,1.7000,0.6700,-0.6000,1.8100,1011.1000,81.3800,1.8200,145.0000,1.3303
1998-05-27,,,0.0000,1.7900,-0.0900,5.2300,1012.2000,77.5600,2.0200,120.0000,1.1482
1998-05-28,,,0.0000,1.3000,-0.2200,4.9100,1018.0000,61.7600,2.5000,185.0000,1.7320
1998-05-29,,,0.0000,2.6700,-0.1800,5.1000,1022.1000,60.5750,2.2500,179.0000,1.7594
1998-05-30,,,2.5000,1.2800,-0.0700,3.4200,1017.2000,73.1700,1.2900,129.0000,1.2074
1998-05-31,,,0.0000,1.5400,-0.3300,4.8100,1017.2000,67.5050,1.3500,173.0000,1.6352
1998-06-01,,,0.0000,3.5100,0.0100,7.1400,1018.4000,63.2950,2.5800,150.0000,1.5224
1998-06-02,,,0.0000,4.9500,0.6700,9.1000,1014.0000,53.8950,2.0200,168.0000,1.7955
1998-06-03,,,3.4000,4.0700,1.5200,7.2200,1009.7000,76.4750,2.2400,170.0000,1.7676
1998-06-04,,,1.9000,5.9700,-0.7300,11.8000,1008.1000,80.9850,1.3800,116.0000,1.2857
1998-06-05,,,0.0000,4.7600,2.0500,7.1500,1013.8000,80.0350,2.1700,143.0000,1.5188
1998-06-06,,,1.2000,4.8500,1.0000,9.2200,1019.1000,60.2850,3.5600,224.0000,2.3798
1998-06-07,,,0.0000,3.9700,1.1800,8.4400,1015.4000,64.0300,1.9100,190.0000,1.9627
1998-06-08,,,8.2000,3.5900,0.8200,6.1800,1005.7000,74.0600,2.6700,117.0000,1.1990
1998-06-09,,,0.0000,4.6800,1.5100,9.3900,994.5000,81.5350,2.8700,148.0000,1.5837
1998-06-10,,,2.3000,3.0700,0.8700,5.2900,999.6000,68.8950,1.8800,167.0000,1.6860
1998-06-11,,,3.3000,4.4500,2.3100,6.4500,997.9000,81.6750,1.8700,128.0000,1.3567
1998-06-12,,,0.0000,7.1200,2.4700,12.4300,1009.1000,77.0500,2.0500,168.0000,1.9294
1998-06-13,,,3.7000,6.8000,3.2100,10.9500,1006.1000,80.6600,1.2600,129.0000,1.4691
1998-06-14,,,0.0000,5.5700,3.1200,9.1700,1012.7000,75.8400,1.8100,173.0000,1.8884
1998-06-15,,,0.0000,7.6100,1.8500,12.8700,1024.5000,48.1600,2.7100,296.0000,3.4251
1998-06-16,,,3.7000,8.7400,4.6500,13.4100,1020.4000,63.0900,2.6900,125.0000,1.4986
1998-06-17,,,0.0000,5.0300,2.2600,7.9900,1009.3000,73.7050,2.0200,103.0000,1.1065
1998-06-18,,,0.0000,6.2800,4.1700,10.2000,1013.2000,75.3100,2.8500,125.0000,1.3956
1998-06-19,,,0.0000,7.0700,2.9600,11.7800,1020.9000,70.4000,2.0300,75.0000,0.8551
1998-06-20,,,0.0000,8.9500,4.8200,12.8800,1025.3000,69.5200,2.2600,167.0000,2.0098
1998-06-21,,,0.0000,6.8300,5.0100,11.4800,1027.4000,58.0300,2.2900,279.0000,3.1474
1998-06-22,,,0.0000,12.6900,5.3900,18.5600,1020.4000,54.2300,3.6100,318.0000,4.2387
1998-06-23,,,0.0000,14.4000,9.8200,19.0500,1016.9000,45.7300,1.8300,248.0000,3.4483
1998-06-24,,,0.0000,14.3000,8.6000,20.8800,1014.9000,49.8650,2.6500,304.0000,4.2204
1998-06-25,,,0.0000,11.4900,9.7400,18.6600,1014.4000,52.1250,3.2700,222.0000,2.8776
1998-06-26,,,0.0000,11.0800,6.1100,16.6100,1016.0000,47.1950,4.0400,253.0000,3.2423
1998-06-27,,,0.0000,14.3800,8.8400,20.3300,1016.2000,47.9750,2.2800,298.0000,4.1427
1998-06-28,,,0.0000,15.4000,9.3500,22.3400,1016.2000,45.2750,2.2700,237.0000,3.3714
1998-06-29,,,0.0000,15.5700,10.0600,21.2800,1013.8000,59.2700,1.7800,202.0000,2.8868
1998-06-30,,,0.0000,15.8700,9.3500,21.1000,1011.5000,66.9100,1.6200,260.0000,3.7432
1998-07-01,,,0.0000,11.3400,8.9100,19.2500,1009.3000,82.0150,2.2200,191.0000,2.4715
1998-07-02,,,0.0000,7.3800,6.4900,9.6300,1009.1000,82.6800,2.1300,134.0000,1.5512
1998-07-03,,,0.0000,8.1000,5.2500,11.7200,1007.1000,72.6050,1.7400,116.0000,1.3734
1998-07-04,,,4.8000,7.2300,5.4900,10.9100,1004.4000,80.1500,1.6300,154.0000,1.7787
1998-07-05,,,1.1000,9.3700,4.9200,15.8900,998.5000,80.4550,1.9300,150.0000,1.8493
1998-07-06,,,0.0000,10.5400,6.7100,14.7400,999.2000,78.5100,1.6800,206.0000,2.6214
1998-07-07,,,0.0000,14.6600,7.1800,21.1800,1000.4000,59.8500,1.7100,204.0000,2.8714
1998-07-08,,,0.0000,14.0500,11.3100,18.3000,999.9000,74.8100,1.9700,195.0000,2.7072
1998-07-09,,,0.0000,15.5300,7.9800,23.0400,997.3000,67.3250,2.1800,239.0000,3.4335
1998-07-10,,,8.8000,10.8500,8.0900,20.0800,1001.1000,85.2100,1.4700,157.0000,2.0127
1998-07-11,,,0.0000,10.5500,6.6800,13.8700,1008.4000,85.0250,1.8000,173.0000,2.1932
1998-07-12,,,0.0000,13.6800,10.7400,16.0500,1006.8000,81.7850,2.7600,193.0000,2.6492
1998-07-13,,,0.0000,18.9500,14.7800,23.1000,1002.9000,57.2500,3.7000,192.0000,2.9505
1998-07-14,,,3.3000,13.6000,10.1200,19.6900,1000.5000,77.8300,3.0300,197.0000,2.7057
1998-07-15,,,2.0000,13.0100,11.4200,16.5800,1000.0000,82.7600,3.3700,161.0000,2.1808
1998-07-16,,,3.5000,11.0000,7.1400,14.3800,1001.6000,79.2850,1.7800,159.0000,2.0460
1998-07-17,,,0.0000,11.6300,7.4600,16.2400,1004.9000,87.1250,1.6700,179.0000,2.3380
1998-07-18,,,0.0000,12.5300,8.2000,17.3200,1008.4000,77.6450,1.8600,219.0000,2.9218
1998-07-19,,,13.2000,12.1100,7.9400,17.2400,1005.6000,78.8100,1.7100,116.0000,1.5333
1998-07-20,,,5.8000,12.5300,10.5000,15.8900,999.8000,91.9125,1.8900,83.0000,1.1113
1998-07-21,,,0.0000,12.9100,9.5700,15.1900,1010.3000,80.7650,1.8500,115.0000,1.5475
1998-07-22,,,0.0000,14.0700,7.7100,20.7400,1010.7000,73.8050,2.0500,232.0000,3.2089
1998-07-23,,,0.0000,16.4300,14.0300,21.3300,1013.0000,76.6900,1.4100,195.0000,2.8397
1998-07-24,,,0.0000,15.2500,8.9100,21.3800,1013.9000,76.0450,1.4400,216.0000,3.0651
1998-07-25,,,0.0000,14.8200,8.9100,20.9100,1008.4000,75.5800,1.9000,172.0000,2.4224
1998-07-26,,,2.5000,14.0900,9.5000,18.8100,1008.5000,80.6050,1.6000,127.0000,1.7589
1998-07-27,,,12.7000,14.1400,11.6200,18.5700,1012.6000,88.1100,1.8900,165.0000,2.2842
1998-07-28,,,0.0000,13.1400,11.6700,16.0200,1013.0000,86.2550,1.5400,129.0000,1.7437
1998-07-29,,,0.0000,13.1200,8.6100,17.6700,1010.7000,77.3450,2.1000,165.0000,2.2313
1998-07-30,,,5.4000,12.3000,7.2900,16.5300,1007.0000,76.2400,2.7100,118.0000,1.5662
1998-07-31,,,3.1000,12.5800,10.8800,16.2100,1000.1000,85.5550,2.6700,94.0000,1.2599
1998-08-01,,,3.5000,12.1400,10.3800,15.2600,1002.7000,88.7550,1.7100,116.0000,1.5363
1998-08-02,,,0.0000,10.5800,9.6700,13.3400,1013.3000,91.9882,1.7600,145.0000,1.8358
1998-08-03,,,0.0000,11.1200,6.7700,15.9000,1014.8000,80.0200,0.9600,177.0000,2.2719
1998-08-04,,,1.2000,11.9500,7.8200,16.2800,1007.3000,80.6050,2.3000,180.0000,2.3679
1998-08-05,,,0.0000,11.7400,9.6000,13.8000,1004.1000,80.6150,2.1200,136.0000,1.7820
1998-08-06,,,8.0000,11.6100,7.2000,16.6200,1004.9000,88.6650,1.3500,145.0000,1.8929
1998-08-07,,,0.0000,11.5800,8.4000,14.9000,1005.8000,88.3050,1.3900,153.0000,1.9951
1998-08-08,,,2.9000,9.6600,7.1200,12.9100,1009.1000,88.8000,1.1600,133.0000,1.6451
1998-08-09,,,0.0000,10.5000,8.6100,14.0500,1013.1000,81.1050,2.0600,152.0000,1.9205
1998-08-10,,,5.8000,9.1900,7.8700,11.3600,1020.2000,81.2100,2.5000,145.0000,1.7611
1998-08-11,,,0.0000,9.0500,6.1800,12.5200,1026.1000,79.0000,1.1700,123.0000,1.4840
1998-08-12,,,0.0000,8.9300,5.0500,12.4800,1022.0000,76.2550,2.2600,128.0000,1.5419
1998-08-13,,,0.0000,9.5500,4.2200,14.6500,1014.9000,78.7050,2.2000,142.0000,1.7465
1998-08-14,,,0.0000,11.0100,4.8800,16.4800,1011.8000,78.3950,2.3700,170.0000,2.1785
1998-08-15,,,0.0000,12.2400,7.0000,15.9800,1009.6000,70.8450,4.0700,106.0000,1.4033
1998-08-16,,,0.0000,10.6000,9.4800,14.0600,1008.9000,85.5500,3.5700,96.0000,1.2184
1998-08-17,,,0.0000,9.4000,7.4500,12.1400,1011.6000,79.3650,2.2700,93.0000,1.1407
1998-08-18,,,0.0000,8.2800,6.3800,10.1100,1004.6000,81.8300,3.3000,140.0000,1.6683
1998-08-19,,,1.4000,9.1100,7.2800,10.9000,1002.7000,84.5200,1.7700,89.0000,1.0872
1998-08-20,,,0.0000,9.3900,6.7400,13.4700,998.6000,85.8600,1.5400,82.0000,1.0115
1998-08-21,,,0.0000,9.0400,6.7900,11.8800,991.9000,87.1900,2.3500,95.0000,1.1640
1998-08-22,,,4.4000,10.6800,8.9000,13.4400,989.9000,89.5550,1.4900,47.0000,0.6028
1998-08-23,,,18.1000,10.8200,9.1000,13.4600,991.0000,89.3050,2.0400,74.0000,0.9521
1998-08-24,,,10.8000,8.9100,8.0900,11.1800,989.4000,90.1056,5.2900,113.0000,1.3810
1998-08-25,,,0.0000,8.0800,5.7200,11.1400,1002.4000,76.1750,1.8100,99.0000,1.1741
1998-08-26,,,2.4000,7.9100,5.5600,10.9800,1008.0000,94.0333,1.3800,86.0000,1.0121
1998-08-27,,,1.2000,8.2200,5.1600,11.2600,1009.1000,85.5700,2.0000,63.0000,0.7478
1998-08-28,,,0.0000,8.2800,7.4400,10.0600,1014.7000,88.1550,1.9100,69.0000,0.8184
1998-08-29,,,0.0000,7.4100,2.3500,11.6500,1019.2000,87.5650,1.3200,71.0000,0.8187
1998-08-30,,,0.0000,6.0900,4.9800,8.8500,1026.1000,84.8250,1.5300,126.0000,1.3893
1998-08-31,,,0.0000,5.0900,-0.0500,11.4000,1030.8000,74.4350,1.2500,150.0000,1.5968
1998-09-01,,,0.0000,7.9200,0.0600,15.4500,1031.5000,81.0500,0.9700,164.0000,1.9092
1998-09-02,,,0.0000,6.6100,0.7500,11.9600,1030.2001,85.4950,1.5400,101.0000,1.1300
1998-09-03,,,0.0000,7.5900,3.0800,12.4400,1028.0000,80.3850,0.9400,117.0000,1.3508
1998-09-04,,,0.0000,9.4000,4.9200,14.5800,1019.9000,84.2400,0.7700,112.0000,1.3686
1998-09-05,,,0.0000,9.1000,3.6300,13.1900,1014.2000,85.7474,1.3000,127.0000,1.5428
1998-09-06,,,0.0000,8.0700,4.3800,10.4800,1012.5000,89.5474,1.0100,112.0000,1.3215
1998-09-07,,,0.0000,8.6900,6.5500,11.0400,1012.1000,89.4526,0.7700,75.0000,0.9013
1998-09-08,,,0.0000,9.2600,6.1500,12.5500,1005.3000,89.6632,0.6200,39.0000,0.4779
1998-09-09,,,0.0000,9.2000,6.8200,12.1500,999.7000,91.2316,0.8900,42.0000,0.5151
1998-09-10,,,3.2000,7.3900,6.0600,9.8300,995.3000,93.2778,1.6400,52.0000,0.6062
1998-09-11,,,0.0000,5.7200,5.2100,7.1400,993.2000,84.4400,1.3300,71.0000,0.7866
1998-09-12,,,0.0000,3.2000,2.0000,5.8800,1004.1000,85.1950,2.4600,60.0000,0.6070
1998-09-13,,,2.1000,4.6400,3.6900,5.5100,1013.3000,89.5790,2.1700,51.0000,0.5396
1998-09-14,,,0.0000,6.0200,4.2000,8.5800,1004.9000,91.0133,3.0800,53.0000,0.5893
1998-09-15,,,0.0000,6.5700,0.8800,11.0300,993.1000,91.1875,1.4400,74.0000,0.8422
1998-09-16,,,0.0000,4.7200,4.2400,7.1500,996.1000,90.5177,2.6400,41.0000,0.4389
1998-09-17,,,1.2000,2.0200,1.1900,4.6100,1005.4000,90.2556,2.3500,33.0000,0.3197
