,head_full [m],head [m],rr [mm/d],tg [C],tn [C],tx [C],pp [hPa],hu [%],fg [m/s],qq [W/m2],et [mm/d]
1992-08-15,,,0.0000,15.3500,10.5400,20.4700,1016.8000,74.2700,3.2300,210.0000,2.9834
1992-08-16,,,1.6000,15.9900,11.3600,21.0700,1014.8000,83.0750,3.7400,111.0000,1.6003
1992-08-17,,,4.0000,16.1300,12.6300,20.2100,1014.4000,87.5900,3.6300,147.0000,2.1260
1992-08-18,,,0.0000,15.3300,9.3600,19.2500,1017.5000,83.4450,1.7600,118.0000,1.6752
1992-08-19,,,0.0000,17.2300,12.7800,23.4200,1014.7000,85.3200,2.3000,169.0000,2.5008
1992-08-20,,,5.2000,17.2800,11.2800,21.5300,1009.1000,93.8429,3.0000,83.0000,1.2318
1992-08-21,,,0.0000,17.3900,12.7000,21.1500,1011.3000,88.5350,5.1600,160.0000,2.3781
1992-08-22,,,2.5000,17.6800,10.9900,23.1700,1010.6000,87.5850,1.8600,182.0000,2.7216
1992-08-23,,,1.2000,15.2900,12.0700,19.3900,1012.6000,77.7150,4.8700,209.0000,2.9698
1992-08-24,,,8.0000,15.4300,12.3300,20.9700,1013.0000,88.4800,4.6500,117.0000,1.6674
1992-08-25,,,0.0000,17.8700,12.8300,21.9100,1010.5000,91.2500,5.7800,127.0000,1.9064
1992-08-26,,,0.0000,17.3400,14.6600,20.7300,1009.1000,84.3000,4.6600,136.0000,2.0209
1992-08-27,,,1.1000,18.8500,14.7300,22.5000,1005.9000,82.9000,5.6000,123.0000,1.8847
1992-08-28,,,8.2000,17.6400,13.7200,20.6700,1004.4000,90.5050,4.4800,81.0000,1.2129
1992-08-29,,,6.7000,14.2500,10.9800,18.2800,1004.8000,93.7625,2.7700,70.0000,0.9745
1992-08-30,,,4.5000,13.7800,9.8700,19.1000,1000.3000,89.8474,6.0500,140.0000,1.9312
1992-08-31,,,13.1000,13.7000,10.8300,18.3700,999.8000,88.6950,4.0700,106.0000,1.4597
1992-09-01,,,2.5000,11.9500,8.4200,16.1800,1009.2000,90.0150,4.6900,122.0000,1.6036
1992-09-02,,,9.5000,13.2900,8.9800,16.2500,1010.1000,93.9900,6.4100,60.0000,0.8149
1992-09-03,,,5.9000,13.8100,10.4800,16.4000,1007.9000,94.5333,5.5300,81.0000,1.1148
1992-09-04,,,11.7000,11.7200,9.3900,14.9500,1009.7000,92.5312,5.9700,113.0000,1.4764
1992-09-05,,,2.0000,12.3400,8.9300,16.0500,1017.8000,87.7700,5.1000,138.0000,1.8254
1992-09-06,,,0.0000,12.8300,7.1400,17.1700,1019.2000,82.2600,3.5900,181.0000,2.4221
1992-09-07,,,0.0000,13.2200,7.0900,18.9700,1012.3000,86.1350,4.2200,89.0000,1.2057
1992-09-08,,,2.7000,11.0400,8.3400,16.1400,1015.9000,90.1750,4.4100,128.0000,1.6387
1992-09-09,,,0.0000,13.5300,9.3400,17.9500,1021.7000,87.7400,4.0300,155.0000,2.1076
1992-09-10,,,0.0000,15.0600,10.3800,20.5900,1022.6000,79.5250,2.4000,177.0000,2.4929
1992-09-11,,,1.9000,14.8600,9.7600,22.5500,1017.1000,87.2400,4.0100,156.0000,2.1918
1992-09-12,,,0.0000,12.2100,7.0900,16.9400,1025.5000,87.2000,2.7900,154.0000,2.0239
1992-09-13,,,2.3000,12.9300,7.3200,18.2000,1015.5000,89.4800,2.6200,106.0000,1.4241
1992-09-14,,,0.0000,12.7400,9.0100,16.4900,1012.6000,88.2450,4.1000,130.0000,1.7404
1992-09-15,,,0.0000,15.1700,10.2900,19.0800,1017.1000,86.9850,6.0800,137.0000,1.9383
1992-09-16,,,0.0000,13.1100,5.6400,16.5300,1022.9000,82.8650,3.9600,76.0000,1.0225
1992-09-17,,,0.0000,11.2400,3.2100,17.8400,1022.8000,81.3250,2.6400,153.0000,1.9633
1992-09-18,,,2.6000,14.1500,7.5100,20.2200,1019.2000,84.6500,2.8700,121.0000,1.6712
1992-09-19,,,2.2000,15.1300,11.6000,18.7200,1019.4000,93.9900,2.0600,79.0000,1.1157
1992-09-20,,,0.0000,14.4200,10.7500,18.8300,1020.4000,93.4917,1.4900,86.0000,1.1947
1992-09-21,,,0.0000,14.8100,11.1300,18.7500,1016.2000,91.8444,3.1000,115.0000,1.6145
1992-09-22,,,0.0000,17.7800,12.8600,22.6700,1009.9000,83.6150,3.2200,103.0000,1.5437
1992-09-23,,,0.0000,14.8100,11.9800,18.5000,1013.5000,84.4550,4.9900,80.0000,1.1243
1992-09-24,,,0.0000,14.1000,9.0200,17.9100,1017.2000,82.6550,3.7900,108.0000,1.4911
1992-09-25,,,0.0000,15.8800,11.0800,21.2500,1018.1000,81.9850,2.8900,135.0000,1.9394
1992-09-26,,,0.0000,15.5200,9.5700,23.0700,1017.7000,86.2400,2.2500,138.0000,1.9672
1992-09-27,,,0.0000,16.6400,11.1400,24.6400,1014.8000,83.9950,2.9300,117.0000,1.7102
1992-09-28,,,0.0000,16.2100,11.3700,23.0100,1015.2000,86.4750,3.2000,132.0000,1.9118
1992-09-29,,,0.0000,12.9200,10.6000,15.3700,1017.2000,93.1600,2.8800,88.0000,1.1812
1992-09-30,,,0.0000,12.9400,10.8600,15.4700,1018.0000,87.1500,2.2800,58.0000,0.7786
1992-10-01,,,0.0000,13.9000,9.5700,17.7100,1017.5000,93.3308,1.6800,56.0000,0.7694
1992-10-02,,,0.0000,11.7700,8.3800,15.9600,1014.2000,90.0800,1.3300,59.0000,0.7704
1992-10-03,,,0.0000,11.9600,10.0200,14.0700,1009.2000,84.4200,4.7200,74.0000,0.9730
1992-10-04,,,0.0000,11.0400,7.5300,15.1500,1015.0000,79.1150,7.2600,129.0000,1.6521
1992-10-05,,,1.3000,9.3000,6.5300,11.6100,1013.0000,84.7150,6.7600,38.0000,0.4645
1992-10-06,,,10.8000,10.3100,9.5000,10.9600,1010.0000,94.7000,7.5100,26.0000,0.3273
1992-10-07,,,0.0000,11.3500,7.8000,14.6000,1019.6000,86.3150,3.6000,68.0000,0.8763
1992-10-08,,,2.1000,11.0000,9.8500,12.7000,1024.2001,86.0450,3.0400,32.0000,0.4078
1992-10-09,,,2.0000,10.2300,5.1200,13.7700,1016.6000,85.5150,4.3500,72.0000,0.9017
1992-10-10,,,0.0000,7.4300,2.4500,13.7600,1021.3000,84.2950,2.4800,126.0000,1.4523
1992-10-11,,,0.0000,9.3600,3.4000,12.6600,1016.8000,88.9700,3.0600,48.0000,0.5867
1992-10-12,,,0.0000,5.6100,1.0800,10.9100,1024.9000,71.9650,3.1000,117.0000,1.2709
1992-10-13,,,0.0000,2.8700,-2.9000,10.9500,1026.3000,78.1600,1.3300,113.0000,1.1162
1992-10-14,,,10.3000,5.8400,-2.4400,10.6300,1008.7000,90.4550,4.6100,30.0000,0.3310
1992-10-15,,,7.6000,5.3600,2.7200,9.2200,994.1000,89.8100,5.5600,85.0000,0.9304
1992-10-16,,,0.0000,4.4600,1.7600,7.9700,996.1000,90.4950,4.8700,74.0000,0.7854
1992-10-17,,,0.0000,4.4800,0.5200,10.2600,999.4000,91.4706,3.6200,81.0000,0.8587
1992-10-18,,,2.1000,5.6900,2.6000,8.7000,1003.8000,90.4300,4.2100,68.0000,0.7486
1992-10-19,,,0.0000,8.1700,5.3000,11.3300,1006.7000,88.1700,4.4400,48.0000,0.5696
1992-10-20,,,1.7000,7.0100,2.6000,12.8900,1008.9000,86.9250,2.6000,83.0000,0.9501
1992-10-21,,,3.3000,4.7800,0.8900,8.3600,1005.4000,93.7000,2.5400,31.0000,0.3309
1992-10-22,,,9.1000,6.1700,2.7500,8.2300,1003.4000,93.8250,3.4100,64.0000,0.7156
1992-10-23,,,1.9000,6.6200,3.9800,8.7500,996.4000,94.3667,3.7600,24.0000,0.2731
1992-10-24,,,3.6000,5.0900,2.2600,8.4800,1000.3000,93.7600,4.5500,47.0000,0.5083
1992-10-25,,,9.7000,3.7700,1.6200,5.1500,993.6000,92.8418,4.1100,20.0000,0.2076
1992-10-26,,,0.0000,5.1700,1.2300,10.4200,1004.6000,91.9235,3.1400,50.0000,0.5409
1992-10-27,,,5.4000,6.2200,2.9700,9.0700,999.5000,93.0667,4.5100,40.0000,0.4488
1992-10-28,,,5.4000,5.6300,3.4600,9.2400,990.7000,92.0588,4.7500,57.0000,0.6305
1992-10-29,,,5.0000,5.2100,1.4200,8.4700,994.3000,94.2000,3.3200,34.0000,0.3703
1992-10-30,,,0.0000,3.1000,-1.8200,7.1600,1011.5000,93.5750,2.1000,62.0000,0.6225
1992-10-31,,,0.0000,4.1100,2.1000,6.9400,1019.6000,93.2000,3.2900,49.0000,0.5075
1992-11-01,,,0.0000,5.4800,3.1100,8.0300,1017.3000,88.5150,6.0300,48.0000,0.5212
1992-11-02,,,15.4000,7.4200,5.7500,10.1800,1003.9000,91.8909,8.3700,21.0000,0.2440
1992-11-03,,,0.0000,7.6500,4.4200,11.3100,1008.3000,90.9118,5.5800,52.0000,0.6071
1992-11-04,,,0.0000,8.1500,4.6500,10.9700,1015.8000,91.6059,5.0600,44.0000,0.5196
1992-11-05,,,0.0000,10.5000,8.1400,13.8100,1025.9000,94.2000,4.8500,20.0000,0.2513
1992-11-06,,,0.9000,11.4900,8.5800,13.2700,1028.9000,94.3667,5.9400,24.0000,0.3092
1992-11-07,,,1.1000,9.6500,5.2400,12.7500,1020.4000,93.8722,5.7700,12.0000,0.1476
1992-11-08,,,0.0000,6.8400,3.2600,10.7400,1026.9000,93.3778,1.5200,57.0000,0.6434
1992-11-09,,,3.0000,7.0200,2.9800,9.6800,1016.7000,93.6667,4.1800,35.0000,0.3992
1992-11-10,,,3.5000,8.6000,5.9400,10.8800,1005.4000,92.2200,5.4500,37.0000,0.4449
1992-11-11,,,24.3000,6.7000,4.9000,11.6800,992.1000,93.6667,7.0700,15.0000,0.1715
1992-11-12,,,10.3000,5.2100,3.1300,7.9000,1000.2000,89.8263,6.9000,31.0000,0.3366
1992-11-13,,,4.6000,4.3400,1.3300,7.4100,1005.3000,91.7579,4.4200,34.0000,0.3576
1992-11-14,,,0.0000,3.6200,-1.0500,7.9700,1011.1000,89.8550,3.7300,44.0000,0.4501
1992-11-15,,,15.1000,3.2000,0.8600,5.1400,1002.8000,93.0333,4.1000,14.0000,0.1417
1992-11-16,,,1.8000,6.4000,5.0400,7.4700,991.7000,92.2000,4.5100,13.0000,0.1473
1992-11-17,,,7.0000,6.2600,5.6100,7.4600,989.4000,94.7000,3.5100,13.0000,0.1468
1992-11-18,,,3.1000,6.1400,4.2800,8.4600,1001.3000,92.6632,6.6800,31.0000,0.3466
1992-11-19,,,1.4000,6.2800,4.4000,8.5500,1002.8000,83.9600,8.6000,29.0000,0.3255
1992-11-20,,,3.2000,5.2400,3.4100,7.8300,1012.8000,84.4600,6.8500,38.0000,0.4103
1992-11-21,,,7.2000,5.5000,2.7500,7.8900,1011.6000,91.2600,4.0300,38.0000,0.4141
1992-11-22,,,7.2000,6.9300,4.8400,9.2300,1010.5000,91.3667,2.7300,14.0000,0.1597
1992-11-23,,,1.5000,10.2800,7.6800,11.6600,1015.8000,91.4733,6.1600,15.0000,0.1882
1992-11-24,,,2.1000,9.4000,6.0500,10.6300,1015.8000,89.5892,4.0500,19.0000,0.2326
1992-11-25,,,14.4000,9.7800,7.9800,11.7400,1005.2000,87.7050,8.2400,29.0000,0.3605
1992-11-26,,,1.4000,7.4700,5.6800,12.1300,1007.5000,90.4263,7.7700,30.0000,0.3485
1992-11-27,,,9.8000,5.7300,2.9400,8.0500,1018.9000,90.8050,5.8100,34.0000,0.3719
1992-11-28,,,0.0000,5.4500,0.7700,9.0800,1017.1000,92.4875,4.5900,34.0000,0.3689
1992-11-29,,,1.2000,3.0000,-1.8000,8.1200,1018.6000,93.7000,3.4300,24.0000,0.2392
1992-11-30,,,1.4000,10.7800,8.4900,13.0800,1010.8000,91.9600,5.8700,27.0000,0.3440
1992-12-01,,,0.0000,7.8000,5.7900,10.8500,1011.5000,86.8850,7.1500,40.0000,0.4684
1992-12-02,,,5.9000,8.7800,5.1400,12.1300,991.5000,91.3625,8.9100,17.0000,0.2068
1992-12-03,,,3.6000,6.7400,4.7400,8.5000,988.8000,87.4950,7.2200,32.0000,0.3669
1992-12-04,,,3.9000,4.5400,1.5300,5.4700,984.6000,92.9091,5.0700,13.0000,0.1392
1992-12-05,,,0.0000,2.9800,1.5300,5.6500,995.6000,95.2000,4.7000,30.0000,0.3026
1992-12-06,,,1.4000,2.5700,1.4900,4.5300,1006.2000,94.4750,4.3500,23.0000,0.2272
1992-12-07,,,5.0000,4.1800,1.9100,7.1200,994.5000,93.7500,5.1100,8.0000,0.0842
1992-12-08,,,0.0000,4.0000,0.6600,6.5100,1012.8000,94.4750,2.8600,12.0000,0.1243
1992-12-09,,,0.0000,2.2400,-0.3900,3.5600,1023.4000,95.2000,2.6100,10.0000,0.0967
1992-12-10,,,0.0000,2.2800,0.1800,3.8300,1028.9000,94.1098,1.5800,10.0000,0.0965
1992-12-11,,,19.6000,3.9700,1.2300,7.7100,1017.6000,93.0196,5.6600,9.0000,0.0929
1992-12-12,,,3.0000,5.3700,3.3300,7.3700,1011.3000,91.9294,5.5100,27.0000,0.2930
1992-12-13,,,0.0000,5.9800,3.6200,8.7900,1014.9000,92.7500,5.7300,19.0000,0.2099
1992-12-14,,,0.0000,8.6600,7.9900,9.5500,1014.0000,91.8667,7.3000,10.0000,0.1200
1992-12-15,,,0.0000,5.7700,2.2900,8.9400,1012.9000,91.0158,4.2600,15.0000,0.1648
1992-12-16,,,0.0000,6.3500,3.6900,8.0100,1011.7000,92.3389,3.8000,26.0000,0.2912
1992-12-17,,,0.0000,5.2800,3.1400,6.5300,1019.9000,89.7845,2.7000,12.0000,0.1293
1992-12-18,,,4.8000,6.4100,3.1200,8.8600,1011.9000,87.2300,6.4800,28.0000,0.3141
1992-12-19,,,2.2000,6.2600,4.1800,9.0800,1017.7000,93.1667,2.8100,8.0000,0.0891
1992-12-20,,,0.0000,2.8100,0.5900,4.1000,1024.4000,93.3500,2.8000,9.0000,0.0888
1992-12-21,,,0.0000,2.0200,0.3700,3.1500,1025.1000,93.2571,4.0500,11.0000,0.1054
1992-12-22,,,0.0000,2.2200,1.4900,3.1900,1027.9000,93.4929,3.0500,8.0000,0.0771
1992-12-23,,,0.0000,1.8700,1.3300,3.0600,1030.2001,93.7286,2.6100,10.0000,0.0950
1992-12-24,,,0.0000,2.2300,1.4800,3.5900,1033.4000,93.9643,1.7700,9.0000,0.0865
1992-12-25,,,0.0000,-0.1000,-1.8900,2.4500,1035.1000,94.2000,2.5700,10.0000,0.0878
1992-12-26,,,0.0000,-0.9000,-2.2600,0.6900,1039.2001,93.7733,2.9800,8.0000,0.0678
1992-12-27,,,0.0000,-0.3200,-1.6100,0.4800,1043.8000,93.3467,3.2900,19.0000,0.1644
1992-12-28,,,0.0000,-2.5600,-6.4400,-0.6000,1044.3000,92.9200,2.6400,32.0000,0.2519
1992-12-29,,,0.0000,-5.7100,-8.4300,-2.7900,1035.3000,94.2000,1.4900,27.0000,0.1851
1992-12-30,,,0.0000,-5.0900,-9.2000,-1.1500,1027.5000,92.9375,2.3400,29.0000,0.2058
1992-12-31,,,0.0000,-6.1100,-9.4700,-2.7900,1027.8000,92.9400,1.6300,32.0000,0.2163
1993-01-01,,,0.0000,-6.6400,-9.9600,-4.1800,1036.2001,91.6700,1.2800,30.0000,0.1964
1993-01-02,,,0.0000,-7.0700,-9.3200,-3.4100,1038.2001,90.4000,2.9800,40.0000,0.2560
1993-01-03,,,0.0000,-9.9600,-11.1300,-7.2100,1036.9000,88.3300,3.6400,39.0000,0.2151
1993-01-04,,,0.0000,-7.7500,-11.2400,-4.4400,1029.2001,85.1950,3.4900,19.0000,0.1183
1993-01-05,,,6.7000,-0.2500,-6.5800,3.3800,1025.0000,90.9353,5.6900,8.0000,0.0702
1993-01-06,,,10.9000,5.9700,3.4700,7.6900,1021.8000,91.4235,4.2700,8.0000,0.0881
1993-01-07,,,1.9000,2.8200,-1.2500,8.0800,1022.2000,91.9118,3.6000,22.0000,0.2174
1993-01-08,,,0.0000,3.9000,0.2800,9.1700,1022.5000,92.4000,5.7200,35.0000,0.3593
1993-01-09,,,8.9000,5.5500,0.4300,9.6600,1015.8000,94.2000,7.0800,9.0000,0.0980
1993-01-10,,,21.7000,8.9900,5.9000,11.2000,1002.8000,91.4900,8.1400,7.0000,0.0852
1993-01-11,,,3.9000,8.3200,5.5600,11.4500,992.6000,88.7800,9.0000,12.0000,0.1440
1993-01-12,,,0.0000,4.8900,3.3100,6.4100,1002.3000,83.5450,8.7200,34.0000,0.3649
1993-01-13,,,2.5000,6.1300,3.8100,13.6200,1007.5000,87.7850,8.7300,14.0000,0.1560
1993-01-14,,,0.0000,4.8500,1.5800,7.1100,1020.5000,86.6200,7.8900,36.0000,0.3822
1993-01-15,,,0.0000,7.5200,2.3000,11.7900,1017.2000,88.2300,8.2700,14.0000,0.1621
1993-01-16,,,0.0000,10.9700,8.9500,13.0100,1020.2000,87.7600,8.9600,17.0000,0.2168
1993-01-17,,,0.0000,9.0800,5.4000,11.6000,1017.8000,84.0100,7.4500,31.0000,0.3758
1993-01-18,,,1.1000,4.6500,1.5600,6.8200,1024.6000,90.2700,5.7600,43.0000,0.4525
1993-01-19,,,3.6000,5.0000,2.3000,6.4200,1017.5000,91.3050,6.7700,18.0000,0.1924
1993-01-20,,,7.9000,9.3900,6.7900,10.4500,1013.6000,94.3667,9.6100,12.0000,0.1470
1993-01-21,,,6.6000,8.9200,6.5400,11.3900,1017.2000,87.5800,9.0800,35.0000,0.4224
1993-01-22,,,0.0000,8.5600,5.5600,11.8600,1010.4000,81.5800,11.6000,12.0000,0.1438
1993-01-23,,,1.9000,6.0400,4.4400,11.1900,1014.9000,82.8150,8.5400,23.0000,0.2546
1993-01-24,,,4.6000,8.3600,3.1500,11.9100,1000.3000,78.5300,13.9800,17.0000,0.2035
1993-01-25,,,2.3000,2.9300,0.3800,4.8300,1009.5000,82.7650,9.6900,27.0000,0.2698
1993-01-26,,,4.4000,3.4500,1.4200,5.4600,1013.9000,86.6600,9.1700,13.0000,0.1320
1993-01-27,,,1.4000,2.6100,0.4100,5.3000,1016.0000,88.0250,3.6500,29.0000,0.2854
1993-01-28,,,25.5000,2.2500,0.8000,4.8200,1012.3000,92.6500,3.3200,18.0000,0.1752
1993-01-29,,,0.0000,-0.3900,-2.8100,2.3400,1021.1000,89.8611,5.8200,38.0000,0.3323
1993-01-30,,,0.0000,-2.6500,-4.1400,0.5900,1028.7001,89.1947,3.8300,53.0000,0.4197
1993-01-31,,,0.0000,-0.7600,-3.2300,3.2500,1035.0000,89.5118,1.6100,54.0000,0.4614
1993-02-01,,,0.0000,-1.3200,-4.6200,1.0300,1039.3000,84.3350,2.8700,58.0000,0.4829
1993-02-02,,,0.0000,0.9900,-3.5600,3.2600,1038.4000,86.8013,3.8400,17.0000,0.1554
1993-02-03,,,0.0000,2.8000,0.8100,3.6500,1039.7001,89.2675,3.7100,14.0000,0.1369
1993-02-04,,,0.0000,1.8800,0.1300,3.2700,1034.3000,91.7338,3.6000,13.0000,0.1233
1993-02-05,,,0.0000,3.3100,2.0100,4.6700,1032.2001,94.2000,5.1400,12.0000,0.1200
1993-02-06,,,1.0000,5.3800,4.0100,7.2300,1030.6000,93.6500,5.0800,16.0000,0.1720
1993-02-07,,,0.0000,4.0000,3.0400,5.0600,1035.5000,93.1000,1.2200,19.0000,0.1944
1993-02-08,,,1.0000,4.7900,2.7500,6.1700,1037.7001,93.2322,1.4500,19.0000,0.1995
1993-02-09,,,0.0000,3.2400,2.1000,5.3900,1035.6000,93.3643,3.0700,17.0000,0.1693
1993-02-10,,,0.0000,1.8800,0.8200,2.4000,1033.3000,93.4964,3.3500,22.0000,0.2087
1993-02-11,,,0.0000,0.5700,-1.9800,2.9100,1033.9000,93.6286,2.6000,26.0000,0.2345
1993-02-12,,,0.0000,0.1100,-2.0200,1.3900,1036.9000,94.0750,1.5500,29.0000,0.2564
1993-02-13,,,0.0000,-0.9100,-1.7300,0.0100,1037.7001,94.1063,2.0200,26.0000,0.2204
1993-02-14,,,0.0000,-0.8900,-1.9600,-0.6800,1035.1000,94.1375,3.3800,19.0000,0.1615
1993-02-15,,,0.0000,-0.0100,-1.4000,1.6600,1034.3000,94.1688,3.2000,20.0000,0.1762
1993-02-16,,,5.6000,4.0200,-0.0500,6.9100,1029.8000,94.2000,3.8400,35.0000,0.3594
1993-02-17,,,0.0000,6.7300,3.2400,7.8900,1022.4000,92.9077,6.1300,31.0000,0.3495
1993-02-18,,,2.6000,4.8900,1.1400,6.9600,1021.3000,95.2000,5.5300,20.0000,0.2125
1993-02-19,,,2.0000,5.1100,2.9000,6.5700,1010.3000,84.0800,9.8200,58.0000,0.6244
1993-02-20,,,7.1000,4.0300,1.1400,6.5000,1014.7000,89.0150,8.0000,49.0000,0.5074
1993-02-21,,,6.3000,2.7600,-1.1700,6.0200,1007.0000,88.7500,7.8600,70.0000,0.6961
1993-02-22,,,2.0000,-0.0800,-2.4900,2.9300,1018.7000,93.1556,2.5900,76.0000,0.6740
1993-02-23,,,1.6000,-1.1000,-5.6700,3.6400,1028.7001,83.9500,3.0400,102.0000,0.8626
1993-02-24,,,0.0000,-2.3200,-6.9700,1.2800,1031.3000,86.2200,1.1400,84.0000,0.6736
1993-02-25,,,1.6000,0.7500,-2.4000,3.8800,1023.2000,91.4158,2.9000,64.0000,0.5849
1993-02-26,,,2.5000,3.3400,2.0300,4.6600,1008.7000,93.3333,4.0900,27.0000,0.2738
1993-02-27,,,3.4000,1.4600,-2.0500,4.1500,1012.9000,83.9950,5.6300,72.0000,0.6802
1993-02-28,,,2.5000,0.1700,-1.9000,3.7700,1012.8000,94.6375,4.3900,55.0000,0.4943
1993-03-01,,,0.0000,0.9400,-2.4100,4.7100,1018.0000,83.9800,6.7600,86.0000,0.7941
1993-03-02,,,0.0000,0.7500,-1.8400,3.4600,1017.1000,79.5350,7.8900,101.0000,0.9263
1993-03-03,,,0.0000,-1.4000,-3.6600,1.9000,1022.6000,82.6400,5.7000,109.0000,0.9138
1993-03-04,,,0.0000,0.8000,-1.7000,2.9600,1026.5000,85.3050,2.8100,40.0000,0.3656
1993-03-05,,,1.0000,2.2900,-1.5200,4.7500,1020.0000,93.9833,4.6000,32.0000,0.3105
1993-03-06,,,0.0000,5.4500,4.3200,7.2800,1018.8000,93.6854,5.1900,40.0000,0.4336
1993-03-07,,,0.0000,4.5300,0.4100,7.2300,1022.7000,93.3875,2.8800,57.0000,0.5979
1993-03-08,,,0.0000,2.1300,-0.7000,6.2100,1026.9000,84.5600,4.1800,141.0000,1.3551
1993-03-09,,,0.0000,1.8300,-2.4400,6.9900,1024.9000,79.8800,3.3700,144.0000,1.3700
1993-03-10,,,0.0000,3.4600,-1.8900,8.9400,1021.5000,87.3050,3.8600,88.0000,0.8901
1993-03-11,,,0.0000,2.8500,-3.8000,7.8300,1026.0000,92.9250,1.8700,91.0000,0.8984
1993-03-12,,,0.0000,7.4900,1.8300,14.3600,1021.9000,86.7100,2.1000,109.0000,1.2583
1993-03-13,,,0.0000,8.8000,1.4800,15.9900,1020.4000,75.9800,2.3900,117.0000,1.4051
1993-03-14,,,0.0000,8.5000,1.3400,15.5200,1021.4000,78.9650,2.1300,119.0000,1.4161
1993-03-15,,,0.0000,10.0200,4.1200,17.5400,1025.1000,81.6250,2.7800,131.0000,1.6250
1993-03-16,,,2.2000,7.9800,6.7300,9.7100,1020.5000,91.8474,6.0300,45.0000,0.5275
1993-03-17,,,0.0000,8.9300,7.0000,12.4400,1019.2000,92.1947,8.0300,58.0000,0.6996
1993-03-18,,,0.8000,8.1100,3.8100,11.5000,1020.2000,89.4278,7.1400,38.0000,0.4473
1993-03-19,,,0.0000,5.7200,2.8300,10.0700,1026.4000,81.1550,6.2200,153.0000,1.6667
1993-03-20,,,0.0000,4.7800,0.4600,10.1100,1021.1000,86.3700,4.3000,124.0000,1.3129
1993-03-21,,,0.0000,7.2100,0.8200,14.2200,1012.2000,84.3200,4.0300,105.0000,1.2074
1993-03-22,,,4.5000,8.7300,5.0900,13.5800,1010.4000,91.6000,4.7300,47.0000,0.5659
1993-03-23,,,0.0000,5.6000,1.6000,8.6800,1018.9000,80.1700,7.0400,148.0000,1.6120
1993-03-24,,,1.6000,3.9500,-0.2900,8.9900,1024.9000,84.0400,5.1500,154.0000,1.5817
1993-03-25,,,0.0000,4.4400,0.7800,8.1000,1028.2001,82.3050,6.3200,133.0000,1.3869
1993-03-26,,,0.0000,3.6500,-3.3000,9.2900,1029.9000,73.2950,4.3100,171.0000,1.7334
1993-03-27,,,0.0000,0.7300,-4.6100,6.9600,1026.7001,80.1100,2.3800,145.0000,1.3214
1993-03-28,,,0.0000,0.9600,-4.7700,6.6500,1024.2001,74.7000,2.9900,172.0000,1.5838
1993-03-29,,,0.0000,0.9700,-4.1100,6.7100,1024.0000,71.5700,2.7900,179.0000,1.6491
1993-03-30,,,0.0000,4.2800,-4.1000,10.7800,1021.3000,56.5850,3.4900,187.0000,1.9464
1993-03-31,,,0.0000,8.9900,4.2900,11.9300,1015.2000,83.9600,2.8500,55.0000,0.6657
1993-04-01,,,4.0000,11.4000,6.5000,18.3500,1008.2000,85.3800,3.0800,100.0000,1.2966
1993-04-02,,,0.0000,6.7200,3.9000,8.9700,1013.7000,91.9737,3.0500,67.0000,0.7583
1993-04-03,,,0.0000,5.4000,1.3000,7.7900,1013.9000,91.4869,1.5900,90.0000,0.9764
1993-04-04,,,0.0000,5.4300,1.4300,10.6300,1008.8000,91.0000,3.4000,66.0000,0.7186
1993-04-05,,,9.8000,6.2600,1.1900,11.1200,1005.0000,89.3550,6.4200,126.0000,1.4117
1993-04-06,,,11.4000,7.5300,6.1900,10.1500,998.3000,92.0563,7.5200,63.0000,0.7364
1993-04-07,,,0.0000,6.3300,4.3700,8.4600,1010.3000,89.8945,4.9800,60.0000,0.6719
1993-04-08,,,0.0000,5.9500,1.5800,8.8400,1020.0000,85.8350,2.4700,83.0000,0.9139
1993-04-09,,,0.0000,7.6300,3.6300,11.7800,1017.3000,77.5100,5.5500,171.0000,1.9867
1993-04-10,,,0.0000,7.8800,3.9700,12.9400,1010.8000,85.3950,3.9700,114.0000,1.3386
1993-04-11,,,2.8000,7.3800,1.9500,12.4500,1006.3000,71.5650,4.5100,151.0000,1.7504
1993-04-12,,,0.0000,5.5300,2.6900,7.9500,1004.4000,83.7750,3.5300,111.0000,1.2152
1993-04-13,,,0.0000,7.6100,2.8700,12.4000,1004.1000,79.5450,3.3100,136.0000,1.5892
1993-04-14,,,0.0000,7.1100,5.0700,10.4400,1010.8000,88.4600,3.5300,120.0000,1.3766
1993-04-15,,,0.0000,7.8400,2.5100,14.3200,1017.3000,88.5800,3.3700,178.0000,2.0812
1993-04-16,,,0.0000,8.3700,-0.4400,15.0200,1020.8000,78.1200,3.1600,190.0000,2.2530
1993-04-17,,,2.2000,10.3900,9.3100,12.0400,1014.4000,93.8400,5.6500,48.0000,0.6043
1993-04-18,,,11.7000,9.0700,5.7600,11.4400,1011.0000,93.5500,5.9300,57.0000,0.6929
1993-04-19,,,0.0000,7.6500,5.6700,9.9300,1016.7000,92.6941,2.3500,107.0000,1.2443
1993-04-20,,,0.0000,13.3900,7.7900,19.6500,1014.0000,81.8950,3.8700,197.0000,2.6779
1993-04-21,,,0.0000,13.5400,7.5800,19.9600,1006.9000,77.9800,4.0300,204.0000,2.7908
1993-04-22,,,5.9000,12.8000,6.4700,19.6600,1007.6000,88.0100,3.0100,150.0000,2.0152
1993-04-23,,,0.0000,13.6200,8.5800,18.2000,1008.5000,83.0950,4.2900,206.0000,2.8218
